"customer_id","last_buy","freq","monetary","recency_days","r","f","m","rfm_code","segment","churn_status","buyer_type"
"15628","2011-12-05","9","2870.24",27,5,5,5,"555","Champion","Active","Loyal"
"14711","2011-11-29","11","2868.80",33,5,5,5,"555","Champion","Active","Loyal"
"13901","2011-09-28","5","2867.20",95,2,4,5,"245","At Risk","At Risk","Occasional"
"14535","2011-10-10","3","2864.19",83,3,3,5,"335","Developing","Active","Occasional"
"12685","2011-11-11","6","2863.08",51,4,5,5,"455","Loyal","Active","Loyal"
"18145","2011-11-27","4","2861.55",35,5,4,5,"545","Loyal","Active","Occasional"
"16928","2011-09-20","17","2847.60",103,2,5,5,"255","At Risk","At Risk","Loyal"
"15984","2011-12-07","10","2837.67",25,5,5,5,"555","Champion","Active","Loyal"
"14852","2011-10-12","6","2836.69",81,3,5,5,"355","Developing","Active","Loyal"
"14572","2011-12-06","7","2832.84",26,5,5,5,"555","Champion","Active","Loyal"
"17596","2011-11-16","7","2827.93",46,4,5,5,"455","Loyal","Active","Loyal"
"14842","2011-10-27","4","2824.69",66,3,4,5,"345","Developing","Active","Occasional"
"13174","2011-11-23","3","2817.03",39,4,3,5,"435","Developing","Active","Occasional"
"16871","2011-11-17","6","2812.34",45,4,5,5,"455","Loyal","Active","Loyal"
"12356","2011-11-17","3","2811.43",45,4,3,5,"435","Developing","Active","Occasional"
"14903","2011-11-18","5","2810.63",44,4,4,5,"445","Loyal","Active","Occasional"
"18230","2011-11-30","7","2810.20",32,5,5,5,"555","Champion","Active","Loyal"
"13230","2011-12-05","14","2806.97",27,5,5,5,"555","Champion","Active","Loyal"
"16081","2011-10-14","5","2806.90",79,3,4,5,"345","Developing","Active","Occasional"
"16764","2011-12-06","13","2799.25",26,5,5,5,"555","Champion","Active","Loyal"
"15993","2011-12-01","7","2797.57",31,5,5,5,"555","Champion","Active","Loyal"
"13769","2011-12-07","10","2796.51",25,5,5,5,"555","Champion","Active","Loyal"
"12578","2011-11-18","2","2794.51",44,4,2,5,"425","Potential","Active","Occasional"
"12758","2011-08-15","2","2791.59",139,2,2,5,"225","Developing","At Risk","Occasional"
"17739","2011-11-28","7","2791.35",34,5,5,5,"555","Champion","Active","Loyal"
"14626","2011-11-16","4","2791.27",46,4,4,5,"445","Loyal","Active","Occasional"
"17213","2011-10-30","7","2781.23",63,3,5,5,"355","Developing","Active","Loyal"
"12388","2011-11-24","6","2780.66",38,4,4,5,"445","Loyal","Active","Loyal"
"14121","2011-12-06","4","2780.15",26,5,4,5,"545","Loyal","Active","Occasional"
"17838","2011-11-13","5","2779.30",49,4,4,5,"445","Loyal","Active","Occasional"
"13870","2011-12-07","8","2770.94",25,5,5,5,"555","Champion","Active","Loyal"
"15356","2011-11-08","10","2766.50",54,4,5,5,"455","Loyal","Active","Loyal"
"15114","2011-11-09","10","2760.56",53,4,5,5,"455","Loyal","Active","Loyal"
"14854","2011-09-22","7","2759.83",101,2,5,5,"255","At Risk","At Risk","Loyal"
"13971","2011-11-21","8","2758.26",41,4,5,5,"455","Loyal","Active","Loyal"
"15321","2011-09-30","3","2748.31",93,3,3,5,"335","Developing","At Risk","Occasional"
"12669","2011-07-12","3","2744.03",173,2,3,5,"235","At Risk","At Risk","Occasional"
"14808","2011-10-31","8","2741.17",62,3,5,5,"355","Developing","Active","Loyal"
"14125","2011-11-29","3","2740.43",33,5,3,5,"535","Developing","Active","Occasional"
"15696","2011-11-06","8","2736.46",56,3,5,5,"355","Developing","Active","Loyal"
"16938","2011-12-01","4","2736.38",31,5,4,5,"545","Loyal","Active","Occasional"
"16003","2011-11-10","5","2735.37",52,4,4,5,"445","Loyal","Active","Occasional"
"12840","2011-07-19","4","2726.77",166,2,4,5,"245","At Risk","At Risk","Occasional"
"12380","2011-11-18","4","2724.81",44,4,4,5,"445","Loyal","Active","Occasional"
"12708","2011-11-10","10","2712.91",52,4,5,5,"455","Loyal","Active","Loyal"
"15796","2011-12-08","8","2711.56",24,5,5,5,"555","Champion","Active","Loyal"
"17069","2011-11-11","9","2709.70",51,4,5,5,"455","Loyal","Active","Loyal"
"13285","2011-11-16","4","2709.12",46,4,4,5,"445","Loyal","Active","Occasional"
"13654","2011-10-27","6","2707.33",66,3,5,5,"355","Developing","Active","Loyal"
"14107","2011-10-19","7","2703.23",74,3,5,5,"355","Developing","Active","Loyal"
"14732","2011-12-01","8","2702.49",31,5,5,5,"555","Champion","Active","Loyal"
"18097","2011-12-02","6","2697.80",30,5,5,5,"555","Champion","Active","Loyal"
"17386","2011-12-02","6","2686.42",30,5,5,5,"555","Champion","Active","Loyal"
"12625","2011-05-12","2","2683.82",234,1,2,5,"125","Developing","Churned","Occasional"
"17346","2011-12-06","15","2676.56",26,5,5,5,"555","Champion","Active","Loyal"
"13883","2011-11-29","5","2674.48",33,5,4,5,"545","Loyal","Active","Occasional"
"14713","2011-11-30","11","2666.36",32,5,5,5,"555","Champion","Active","Loyal"
"12360","2011-10-18","3","2662.06",75,3,3,5,"335","Developing","Active","Occasional"
"14439","2011-01-24","1","2661.24",342,1,1,5,"115","Lost","Churned","One-Time"
"15671","2011-11-21","7","2657.13",41,4,5,5,"455","Loyal","Active","Loyal"
"12721","2011-11-08","6","2656.13",54,4,5,5,"455","Loyal","Active","Loyal"
"13851","2011-09-05","3","2651.46",118,2,3,5,"235","At Risk","At Risk","Occasional"
"16618","2011-11-08","5","2647.59",54,4,4,5,"445","Loyal","Active","Occasional"
"18260","2011-06-20","6","2643.20",195,2,5,5,"255","At Risk","Churned","Loyal"
"13658","2011-11-30","5","2639.17",32,5,4,5,"545","Loyal","Active","Occasional"
"17655","2011-11-29","7","2638.94",33,5,5,5,"555","Champion","Active","Loyal"
"15752","2011-10-31","7","2637.38",62,3,5,5,"355","Developing","Active","Loyal"
"13804","2011-11-09","7","2635.79",53,4,5,5,"455","Loyal","Active","Loyal"
"13771","2011-10-06","4","2634.45",87,3,4,5,"345","Developing","Active","Occasional"
"12520","2011-09-21","5","2634.26",102,2,4,5,"245","At Risk","At Risk","Occasional"
"17402","2011-12-05","13","2633.85",27,5,5,5,"555","Champion","Active","Loyal"
"18077","2011-12-01","11","2633.01",31,5,5,5,"555","Champion","Active","Loyal"
"13422","2011-10-06","1","2626.30",87,3,1,5,"315","Potential","Active","One-Time"
"13644","2011-11-23","4","2624.26",39,4,4,5,"445","Loyal","Active","Occasional"
"17965","2011-11-02","14","2622.57",60,3,5,5,"355","Developing","Active","Loyal"
"18210","2011-12-08","6","2621.38",24,5,5,5,"555","Champion","Active","Loyal"
"16255","2011-11-23","8","2619.91",39,4,5,5,"455","Loyal","Active","Loyal"
"14262","2011-12-01","8","2618.23",31,5,5,5,"555","Champion","Active","Loyal"
"13021","2011-12-05","9","2616.38",27,5,5,5,"555","Champion","Active","Loyal"
"15782","2011-11-30","3","2614.74",32,5,4,5,"545","Loyal","Active","Occasional"
"14397","2011-12-07","19","2612.96",25,5,5,5,"555","Champion","Active","Loyal"
"12836","2011-10-11","4","2612.86",82,3,4,5,"345","Developing","Active","Occasional"
"18075","2011-11-16","10","2611.75",46,4,5,5,"455","Loyal","Active","Loyal"
"12726","2011-11-11","7","2609.10",51,4,5,5,"455","Loyal","Active","Loyal"
"16241","2011-11-30","13","2607.87",32,5,5,5,"555","Champion","Active","Loyal"
"13136","2011-10-14","5","2607.61",79,3,4,5,"345","Developing","Active","Occasional"
"14408","2011-11-29","7","2606.53",33,5,5,5,"555","Champion","Active","Loyal"
"13983","2011-11-10","12","2603.43",52,4,5,5,"455","Loyal","Active","Loyal"
"17317","2011-10-24","3","2600.34",69,3,4,5,"345","Developing","Active","Occasional"
"12600","2011-11-11","10","2599.04",51,4,5,5,"455","Loyal","Active","Loyal"
"16919","2011-07-06","11","2596.45",179,2,5,5,"255","At Risk","At Risk","Loyal"
"13895","2011-11-11","4","2593.07",51,4,4,5,"445","Loyal","Active","Occasional"
"14243","2011-12-01","10","2588.77",31,5,5,5,"555","Champion","Active","Loyal"
"15033","2011-12-05","10","2586.67",27,5,5,5,"555","Champion","Active","Loyal"
"13911","2011-10-13","9","2580.91",80,3,5,5,"355","Developing","Active","Loyal"
"14546","2011-12-04","5","2578.09",28,5,4,5,"545","Loyal","Active","Occasional"
"16912","2011-11-11","11","2575.38",51,4,5,5,"455","Loyal","Active","Loyal"
"15485","2011-11-09","3","2575.00",53,4,3,5,"435","Developing","Active","Occasional"
"18245","2011-12-02","7","2567.06",30,5,5,5,"555","Champion","Active","Loyal"
"16308","2011-11-02","4","2560.00",60,3,4,5,"345","Developing","Active","Occasional"
"15572","2011-12-05","7","2552.86",27,5,5,5,"555","Champion","Active","Loyal"
"14334","2011-11-23","8","2552.21",39,4,5,5,"455","Loyal","Active","Loyal"
"14701","2011-11-29","9","2549.37",33,5,5,5,"555","Champion","Active","Loyal"
"14676","2011-11-08","6","2548.24",54,4,5,5,"455","Loyal","Active","Loyal"
"13344","2011-10-03","3","2543.72",90,3,3,5,"335","Developing","Active","Occasional"
"14776","2011-10-19","11","2538.30",74,3,5,5,"355","Developing","Active","Loyal"
"17700","2011-11-23","4","2534.64",39,4,4,5,"445","Loyal","Active","Occasional"
"13471","2011-12-08","4","2531.58",24,5,4,5,"545","Loyal","Active","Occasional"
"14659","2011-12-01","9","2529.93",31,5,5,5,"555","Champion","Active","Loyal"
"17314","2011-11-15","8","2527.92",47,4,5,5,"455","Loyal","Active","Loyal"
"13975","2011-11-08","6","2526.28",54,4,5,5,"455","Loyal","Active","Loyal"
"17449","2011-12-07","7","2520.86",25,5,5,5,"555","Champion","Active","Loyal"
"13394","2011-12-08","8","2520.02",24,5,5,5,"555","Champion","Active","Loyal"
"15245","2011-07-28","3","2515.84",157,2,3,5,"235","At Risk","At Risk","Occasional"
"15271","2011-12-02","15","2507.07",30,5,5,5,"555","Champion","Active","Loyal"
"12352","2011-11-03","8","2506.04",59,3,5,5,"355","Developing","Active","Loyal"
"13695","2011-11-08","15","2504.13",54,4,5,5,"455","Loyal","Active","Loyal"
"12517","2011-11-11","5","2502.84",51,4,4,5,"445","Loyal","Active","Occasional"
"15932","2011-12-05","8","2495.87",27,5,5,5,"555","Champion","Active","Loyal"
"16477","2011-10-07","7","2494.46",86,3,5,5,"355","Developing","Active","Loyal"
"12483","2011-11-22","8","2484.98",40,4,5,5,"455","Loyal","Active","Loyal"
"12913","2011-12-05","5","2483.63",27,5,4,5,"545","Loyal","Active","Occasional"
"16710","2011-11-20","10","2483.04",42,4,5,5,"455","Loyal","Active","Loyal"
"14315","2011-10-26","6","2481.13",67,3,5,5,"355","Developing","Active","Loyal"
"13507","2011-12-06","4","2479.16",26,5,4,5,"545","Loyal","Active","Occasional"
"13588","2011-11-24","9","2478.95",38,4,5,5,"455","Loyal","Active","Loyal"
"17682","2011-11-29","6","2474.33",33,5,5,5,"555","Champion","Active","Loyal"
"17188","2011-11-28","7","2474.23",34,5,5,5,"555","Champion","Active","Loyal"
"14766","2011-12-01","6","2473.37",31,5,5,5,"555","Champion","Active","Loyal"
"14502","2011-11-20","11","2470.67",42,4,5,5,"455","Loyal","Active","Loyal"
"17164","2011-11-07","7","2467.35",55,4,5,5,"455","Loyal","Active","Loyal"
"12455","2011-09-27","6","2466.86",96,2,4,5,"245","At Risk","At Risk","Loyal"
"15750","2011-12-07","8","2465.48",25,5,5,5,"555","Champion","Active","Loyal"
"17131","2011-12-04","5","2463.17",28,5,4,5,"545","Loyal","Active","Occasional"
"13784","2011-11-30","11","2462.79",32,5,5,5,"555","Champion","Active","Loyal"
"15674","2011-09-27","5","2446.60",96,2,4,5,"245","At Risk","At Risk","Occasional"
"14163","2011-09-13","4","2445.91",110,2,4,5,"245","At Risk","At Risk","Occasional"
"15527","2011-11-21","8","2429.78",41,4,5,5,"455","Loyal","Active","Loyal"
"17071","2011-11-11","9","2429.03",51,4,5,5,"455","Loyal","Active","Loyal"
"13949","2011-12-07","6","2427.32",25,5,5,5,"555","Champion","Active","Loyal"
"16143","2011-12-06","6","2424.94",26,5,5,5,"555","Champion","Active","Loyal"
"17722","2011-09-04","4","2424.04",119,2,4,5,"245","At Risk","At Risk","Occasional"
"15089","2011-11-29","6","2420.84",33,5,5,5,"555","Champion","Active","Loyal"
"15373","2011-12-01","12","2415.91",31,5,5,5,"555","Champion","Active","Loyal"
"12397","2011-11-04","2","2409.90",58,3,2,5,"325","Potential","Active","Occasional"
"17589","2011-10-10","4","2404.17",83,3,4,5,"345","Developing","Active","Occasional"
"15980","2011-09-12","3","2398.86",111,2,4,5,"245","At Risk","At Risk","Occasional"
"18065","2011-12-04","14","2392.83",28,5,5,5,"555","Champion","Active","Loyal"
"13141","2011-09-16","5","2388.75",107,2,4,5,"245","At Risk","At Risk","Occasional"
"15370","2011-10-30","7","2386.05",63,3,5,5,"355","Developing","Active","Loyal"
"17530","2011-12-08","10","2385.00",24,5,5,5,"555","Champion","Active","Loyal"
"14493","2011-12-02","5","2383.24",30,5,4,5,"545","Loyal","Active","Occasional"
"14554","2011-11-29","4","2381.04",33,5,4,5,"545","Loyal","Active","Occasional"
"14239","2011-10-27","11","2380.85",66,3,5,5,"355","Developing","Active","Loyal"
"15270","2011-11-24","7","2379.49",38,4,5,5,"455","Loyal","Active","Loyal"
"13722","2011-07-31","3","2375.41",154,2,3,5,"235","At Risk","At Risk","Occasional"
"17434","2011-12-07","7","2373.82",25,5,5,5,"555","Champion","Active","Loyal"
"14930","2011-08-23","3","2372.86",131,2,3,5,"235","At Risk","At Risk","Occasional"
"13908","2011-09-21","4","2369.55",102,2,4,5,"245","At Risk","At Risk","Occasional"
"15755","2011-11-29","6","2364.25",33,5,5,5,"555","Champion","Active","Loyal"
"12457","2011-10-04","7","2363.23",89,3,5,5,"355","Developing","Active","Loyal"
"17634","2011-11-03","9","2361.97",59,3,5,5,"355","Developing","Active","Loyal"
"14030","2011-11-21","8","2360.09",41,4,5,5,"455","Loyal","Active","Loyal"
"14440","2011-12-01","5","2357.68",31,5,4,5,"545","Loyal","Active","Occasional"
"15140","2011-10-18","7","2354.25",75,3,5,5,"355","Developing","Active","Loyal"
"14309","2011-12-01","9","2352.53",31,5,5,5,"555","Champion","Active","Loyal"
"12704","2011-12-02","8","2340.84",30,5,5,5,"555","Champion","Active","Loyal"
"18259","2011-11-15","3","2338.60",47,4,4,5,"445","Loyal","Active","Occasional"
"12584","2011-12-06","9","2338.15",26,5,5,5,"555","Champion","Active","Loyal"
"18257","2011-10-31","8","2337.63",62,3,5,5,"355","Developing","Active","Loyal"
"17954","2011-12-04","12","2332.72",28,5,5,5,"555","Champion","Active","Loyal"
"15281","2011-10-12","9","2332.15",81,3,5,5,"355","Developing","Active","Loyal"
"12782","2011-12-05","5","2330.92",27,5,4,5,"545","Loyal","Active","Occasional"
"15785","2011-11-07","5","2328.97",55,4,4,5,"445","Loyal","Active","Occasional"
"17313","2011-11-08","1","2328.84",54,4,2,5,"425","Potential","Active","One-Time"
"17744","2011-12-06","6","2322.40",26,5,5,5,"555","Champion","Active","Loyal"
"17211","2011-11-13","8","2317.22",49,4,5,5,"455","Loyal","Active","Loyal"
"14290","2011-11-28","5","2314.65",34,5,4,5,"545","Loyal","Active","Occasional"
"15365","2011-11-14","7","2314.32",48,4,5,5,"455","Loyal","Active","Loyal"
"13994","2011-12-06","6","2313.14",26,5,5,5,"555","Champion","Active","Loyal"
"13704","2011-12-04","9","2308.06",28,5,5,5,"555","Champion","Active","Loyal"
"15288","2011-10-27","5","2306.52",66,3,4,5,"345","Developing","Active","Occasional"
"16735","2011-09-22","5","2300.56",101,2,4,5,"245","At Risk","At Risk","Occasional"
"16550","2011-08-23","5","2298.97",131,2,4,5,"245","At Risk","At Risk","Occasional"
"15105","2011-11-21","7","2298.93",41,4,5,5,"455","Loyal","Active","Loyal"
"13115","2011-11-28","4","2294.78",34,5,4,5,"545","Loyal","Active","Occasional"
"15704","2011-07-22","4","2293.62",163,2,4,5,"245","At Risk","At Risk","Occasional"
"12615","2011-12-07","4","2291.19",25,5,4,5,"545","Loyal","Active","Occasional"
"13527","2011-11-06","7","2287.51",56,3,5,5,"355","Developing","Active","Loyal"
"17696","2011-11-01","8","2285.71",61,3,5,5,"355","Developing","Active","Loyal"
"12684","2011-12-02","7","2283.63",30,5,5,5,"555","Champion","Active","Loyal"
"16782","2011-11-29","13","2279.90",33,5,5,5,"555","Champion","Active","Loyal"
"13317","2011-10-04","6","2273.68",89,3,5,5,"355","Developing","Active","Loyal"
"17768","2011-12-01","3","2273.18",31,5,4,5,"545","Loyal","Active","Occasional"
"14466","2011-11-10","7","2272.40",52,4,5,5,"455","Loyal","Active","Loyal"
"13700","2011-11-13","10","2265.12",49,4,5,5,"455","Loyal","Active","Loyal"
"16057","2011-11-23","7","2263.12",39,4,5,5,"455","Loyal","Active","Loyal"
"16209","2011-09-12","5","2262.62",111,2,4,5,"245","At Risk","At Risk","Occasional"
"14432","2011-11-30","6","2255.51",32,5,5,5,"555","Champion","Active","Loyal"
"16293","2011-11-18","10","2248.99",44,4,5,5,"455","Loyal","Active","Loyal"
"17442","2011-11-03","6","2248.56",59,3,5,5,"355","Developing","Active","Loyal"
"15235","2011-05-06","12","2247.51",240,1,5,5,"155","At Risk","Churned","Loyal"
"16771","2011-11-06","5","2246.81",56,3,4,5,"345","Developing","Active","Occasional"
"15665","2011-06-24","2","2242.01",191,2,3,5,"235","At Risk","Churned","Occasional"
"14211","2011-10-17","9","2241.10",76,3,5,5,"355","Developing","Active","Loyal"
"16743","2011-11-10","7","2238.09",52,4,5,5,"455","Loyal","Active","Loyal"
"14560","2011-12-02","22","2237.77",30,5,5,5,"555","Champion","Active","Loyal"
"14700","2011-11-07","3","2235.30",55,3,3,5,"335","Developing","Active","Occasional"
"16076","2011-12-06","10","2234.73",26,5,5,5,"555","Champion","Active","Loyal"
"15834","2011-09-30","4","2233.75",93,3,4,5,"345","Developing","At Risk","Occasional"
"18242","2011-09-28","4","2232.49",95,2,4,5,"245","At Risk","At Risk","Occasional"
"14226","2011-11-11","5","2232.19",51,4,4,5,"445","Loyal","Active","Occasional"
"14825","2011-12-06","12","2226.91",26,5,5,5,"555","Champion","Active","Loyal"
"17591","2011-09-27","7","2225.97",96,2,5,5,"255","At Risk","At Risk","Loyal"
"12783","2011-12-07","6","2225.91",25,5,5,5,"555","Champion","Active","Loyal"
"13365","2011-11-06","2","2225.37",56,3,2,5,"325","Potential","Active","Occasional"
"15722","2011-11-04","5","2222.56",58,3,4,5,"345","Developing","Active","Occasional"
"15811","2011-11-17","6","2218.62",45,4,5,5,"455","Loyal","Active","Loyal"
"12876","2011-10-13","2","2218.02",80,3,2,5,"325","Potential","Active","Occasional"
"12653","2011-07-14","2","2209.85",171,2,2,5,"225","Developing","At Risk","Occasional"
"13862","2011-11-21","8","2209.36",41,4,5,5,"455","Loyal","Active","Loyal"
"15797","2011-08-18","4","2207.40",136,2,4,5,"245","At Risk","At Risk","Occasional"
"15179","2011-11-21","5","2206.95",41,4,4,5,"445","Loyal","Active","Occasional"
"13831","2011-11-23","6","2202.99",39,4,5,5,"455","Loyal","Active","Loyal"
"17406","2011-01-10","3","2200.42",356,1,4,5,"145","At Risk","Churned","Occasional"
"15123","2011-12-02","2","2199.31",30,5,3,5,"535","Developing","Active","Occasional"
"16628","2011-11-10","5","2188.05",52,4,4,5,"445","Loyal","Active","Occasional"
"15394","2011-11-30","4","2183.54",32,5,4,5,"545","Loyal","Active","Occasional"
"14341","2011-10-25","8","2182.28",68,3,5,5,"355","Developing","Active","Loyal"
"12856","2011-12-02","6","2179.93",30,5,5,5,"555","Champion","Active","Loyal"
"12909","2011-10-31","5","2178.67",62,3,4,5,"345","Developing","Active","Occasional"
"12501","2011-01-07","1","2169.39",359,1,1,5,"115","Lost","Churned","One-Time"
"12633","2011-10-12","4","2163.98",81,3,4,5,"345","Developing","Active","Occasional"
"13755","2011-12-06","9","2161.35",26,5,5,5,"555","Champion","Active","Loyal"
"12935","2011-12-07","7","2160.70",25,5,5,5,"555","Champion","Active","Loyal"
"16456","2011-09-01","5","2158.37",122,2,4,5,"245","At Risk","At Risk","Occasional"
"14407","2011-08-24","6","2157.73",130,2,5,5,"255","At Risk","At Risk","Loyal"
"16379","2011-12-05","4","2157.40",27,5,4,5,"545","Loyal","Active","Occasional"
"13224","2011-10-10","2","2155.95",83,3,2,5,"325","Potential","Active","Occasional"
"16966","2011-12-01","7","2154.97",31,5,5,5,"555","Champion","Active","Loyal"
"17272","2011-10-28","4","2148.63",65,3,4,5,"345","Developing","Active","Occasional"
"14828","2011-05-27","3","2139.76",219,1,3,5,"135","At Risk","Churned","Occasional"
"12560","2011-12-04","3","2134.01",28,5,3,5,"535","Developing","Active","Occasional"
"17400","2011-08-05","5","2129.96",149,2,4,5,"245","At Risk","At Risk","Occasional"
"13517","2011-10-11","3","2128.42",82,3,3,5,"335","Developing","Active","Occasional"
"14360","2011-11-08","4","2128.23",54,4,4,5,"445","Loyal","Active","Occasional"
"16407","2011-11-27","10","2126.93",35,5,5,5,"555","Champion","Active","Loyal"
"14640","2011-11-15","6","2125.08",47,4,5,5,"455","Loyal","Active","Loyal"
"15058","2011-11-14","11","2124.99",48,4,5,5,"455","Loyal","Active","Loyal"
"13632","2011-11-15","5","2121.27",47,4,4,5,"445","Loyal","Active","Occasional"
"18061","2011-11-18","10","2119.41",44,4,5,5,"455","Loyal","Active","Loyal"
"18008","2011-09-30","9","2116.19",93,3,5,5,"355","Developing","At Risk","Loyal"
"14691","2011-11-09","5","2114.33",53,4,4,5,"445","Loyal","Active","Occasional"
"13265","2011-10-17","5","2107.66",76,3,4,5,"345","Developing","Active","Occasional"
"18173","2011-09-14","4","2106.84",109,2,4,5,"245","At Risk","At Risk","Occasional"
"18093","2011-09-07","4","2106.52",116,2,4,5,"245","At Risk","At Risk","Occasional"
"14461","2011-07-14","3","2103.06",171,2,3,5,"235","At Risk","At Risk","Occasional"
"14515","2011-11-22","6","2102.09",40,4,5,5,"455","Loyal","Active","Loyal"
"17861","2011-12-06","8","2100.80",26,5,5,5,"555","Champion","Active","Loyal"
"15815","2011-10-07","5","2100.60",86,3,4,5,"345","Developing","Active","Occasional"
"13126","2011-12-05","8","2099.64",27,5,5,5,"555","Champion","Active","Loyal"
"12610","2011-11-17","5","2099.54",45,4,4,5,"445","Loyal","Active","Occasional"
"16875","2011-10-03","5","2095.53",90,3,4,5,"345","Developing","Active","Occasional"
"17191","2011-11-11","7","2095.13",51,4,5,5,"455","Loyal","Active","Loyal"
"18283","2011-12-06","16","2094.88",26,5,5,5,"555","Champion","Active","Loyal"
"14306","2011-10-19","2","2093.32",74,3,3,5,"335","Developing","Active","Occasional"
"13571","2011-11-27","12","2092.32",35,5,5,5,"555","Champion","Active","Loyal"
"17490","2011-12-09","7","2092.32",23,5,5,5,"555","Champion","Active","Loyal"
"13297","2011-12-02","4","2089.85",30,5,4,5,"545","Loyal","Active","Occasional"
"18044","2011-12-05","10","2088.60",27,5,5,5,"555","Champion","Active","Loyal"
"14810","2011-10-30","11","2087.88",63,3,5,5,"355","Developing","Active","Loyal"
"16954","2011-12-09","9","2085.08",23,5,5,5,"555","Champion","Active","Loyal"
"18231","2011-05-31","5","2083.27",215,1,4,5,"145","At Risk","Churned","Occasional"
"14696","2011-12-05","7","2078.95",27,5,5,5,"555","Champion","Active","Loyal"
"14209","2011-11-29","6","2073.43",33,5,5,5,"555","Champion","Active","Loyal"
"18241","2011-11-30","17","2073.09",32,5,5,5,"555","Champion","Active","Loyal"
"18219","2011-12-07","10","2069.77",25,5,5,5,"555","Champion","Active","Loyal"
"14482","2011-11-21","6","2068.15",41,4,5,5,"455","Loyal","Active","Loyal"
"12948","2011-11-23","7","2064.95",39,4,5,5,"455","Loyal","Active","Loyal"
"12928","2011-11-04","5","2062.70",58,3,4,5,"345","Developing","Active","Occasional"
"16281","2011-09-28","1","2062.06",95,2,2,5,"225","Developing","At Risk","One-Time"
"14409","2011-09-29","6","2059.45",94,3,5,4,"354","Developing","At Risk","Loyal"
"12518","2011-12-09","5","2056.89",23,5,4,4,"544","Loyal","Active","Occasional"
"17667","2011-10-04","5","2055.51",89,3,4,4,"344","Developing","Active","Occasional"
"14188","2011-11-09","6","2054.36",53,4,5,4,"454","Loyal","Active","Loyal"
"16150","2011-10-28","5","2053.02",65,3,4,4,"344","Developing","Active","Occasional"
"17086","2011-12-02","6","2050.08",30,5,5,4,"554","Champion","Active","Loyal"
"17612","2011-10-17","6","2048.45",76,3,5,4,"354","Developing","Active","Loyal"
"14232","2011-10-28","5","2048.07",65,3,4,4,"344","Developing","Active","Occasional"
"17625","2011-11-21","4","2047.00",41,4,4,4,"444","Loyal","Active","Occasional"
"13495","2011-12-02","5","2044.87",30,5,4,4,"544","Loyal","Active","Occasional"
"17597","2011-05-10","1","2044.37",236,1,2,4,"124","Developing","Churned","One-Time"
"17090","2011-12-05","7","2043.95",27,5,5,4,"554","Champion","Active","Loyal"
"13450","2011-11-13","6","2043.72",49,4,5,4,"454","Loyal","Active","Loyal"
"14001","2011-10-25","3","2043.08",68,3,3,4,"334","Developing","Active","Occasional"
"12585","2011-04-19","2","2040.10",257,1,2,4,"124","Developing","Churned","Occasional"
"13593","2011-08-23","5","2037.08",131,2,4,4,"244","At Risk","At Risk","Occasional"
"18069","2011-11-13","5","2036.67",49,4,4,4,"444","Loyal","Active","Occasional"
"17846","2011-09-15","1","2033.10",108,2,2,4,"224","Developing","At Risk","One-Time"
"13630","2011-12-04","7","2031.78",28,5,5,4,"554","Champion","Active","Loyal"
"16409","2011-11-03","5","2028.88",59,3,4,4,"344","Developing","Active","Occasional"
"17337","2011-07-11","4","2027.87",174,2,4,4,"244","At Risk","At Risk","Occasional"
"16358","2011-12-08","4","2027.50",24,5,4,4,"544","Loyal","Active","Occasional"
"14544","2011-11-15","2","2024.45",47,4,3,4,"434","Developing","Active","Occasional"
"15341","2011-09-20","1","2020.52",103,2,1,4,"214","Developing","At Risk","One-Time"
"14506","2011-11-22","5","2012.17",40,4,4,4,"444","Loyal","Active","Occasional"
"15531","2011-12-01","2","2007.44",31,5,3,4,"534","Developing","Active","Occasional"
"15372","2011-07-25","1","2007.40",160,2,1,4,"214","Developing","At Risk","One-Time"
"16098","2011-09-13","7","2005.63",110,2,5,4,"254","At Risk","At Risk","Loyal"
"14730","2011-12-08","8","2005.06",24,5,5,4,"554","Champion","Active","Loyal"
"14217","2011-12-08","17","2004.98",24,5,5,4,"554","Champion","Active","Loyal"
"14462","2011-10-04","11","2004.02",89,3,5,4,"354","Developing","Active","Loyal"
"17082","2011-11-06","2","2003.85",56,3,3,4,"334","Developing","Active","Occasional"
"16754","2010-12-02","1","2002.40",395,1,2,4,"124","Developing","Churned","One-Time"
"15493","2011-11-07","5","2001.80",55,4,4,4,"444","Loyal","Active","Occasional"
"18188","2011-11-24","3","2001.04",38,4,4,4,"444","Loyal","Active","Occasional"
"13305","2011-12-05","10","2000.86",27,5,5,4,"554","Champion","Active","Loyal"
"16698","2011-04-27","2","1998.00",249,1,3,4,"134","At Risk","Churned","Occasional"
"17827","2011-12-04","5","1995.46",28,5,4,4,"544","Loyal","Active","Occasional"
"18204","2011-09-29","3","1993.70",94,3,4,4,"344","Developing","At Risk","Occasional"
"17679","2011-10-18","2","1992.11",75,3,3,4,"334","Developing","Active","Occasional"
"17088","2011-11-11","4","1991.01",51,4,4,4,"444","Loyal","Active","Occasional"
"13246","2011-11-21","6","1987.30",41,4,5,4,"454","Loyal","Active","Loyal"
"13590","2011-11-28","6","1981.92",34,5,5,4,"554","Champion","Active","Loyal"
"13725","2011-10-21","8","1980.56",72,3,5,4,"354","Developing","Active","Loyal"
"17422","2011-11-23","6","1979.37",39,4,5,4,"454","Loyal","Active","Loyal"
